0.9586688137412775
0.9719727891156463
1.0775263951734542

-367.1702,-236.6754,-280.6956
-367.1702,-236.6754,-280.6956
-376.7568,-233.7595,-264.5327
-384.4262,-233.7595,-252.6799
-405.5169,-223.0678,-231.1294
-415.1036,-213.3480,-221.4317
-415.1036,-219.1799,-219.2766
-405.5169,-224.0397,-226.8193
-400.7236,-230.8435,-228.9744
-407.4342,-226.9556,-223.5867
-409.3516,-222.0958,-218.1991
-418.9383,-219.1799,-207.4238
-412.2276,-246.3951,-191.2609
-404.5582,-263.8906,-183.7183
-407.4342,-270.6944,-167.5554
-436.1943,-254.1709,-108.2914
-441.9463,-271.6664,19.9342
-428.5250,-281.3861,103.9813
-344.1621,-273.6103,276.3855
-186.9404,-236.6754,405.6887
-109.2882,-220.1518,433.7044
-42.1814,-178.3570,454.1774
-140.9243,-138.5061,453.0998
-240.6259,-129.7584,424.0066
-411.2689,-198.7684,255.9125
-400.7236,-345.5363,5.9264
-172.5604,-459.2571,-183.7183
-24.9254,-466.0610,-234.3620
201.3205,-390.2471,-278.5406
269.3859,-330.9567,-295.7810
262.6753,-334.8446,-300.0911
239.6672,-349.4242,-299.0136
275.1379,-328.0408,-289.3158
337.4514,-270.6944,-276.3855
358.5421,-235.7034,-280.6956
382.5089,-179.3290,-287.1608
359.5008,-165.7214,-319.4866
337.4514,-161.8335,-347.5023
294.3113,-121.9826,-404.6112
294.3113,-67.5521,-432.6268
364.2941,-18.9535,-392.7584
391.1369,24.7853,-380.9056
365.2528,144.3380,-397.0685
186.9404,252.2269,-463.8751
43.1401,269.7224,-485.4256
-226.2458,223.0678,-444.4796
-347.9968,196.8245,-356.1225
-366.2115,226.9556,-313.0214
-337.4514,309.5733,-242.9822
-302.9393,366.9197,-191.2609
-269.3859,393.1630,-169.7104
-266.5099,398.0229,-169.7104
-267.4686,389.2751,-188.0284
-283.7660,362.0599,-224.6643
-306.7740,348.4522,-219.2766
-369.0875,308.6014,-179.4081
-420.8556,283.3301,-70.5780
-432.3596,267.7785,78.1207
-404.5582,273.6103,149.2374
-311.5674,284.3020,276.3855
-198.4444,296.9377,341.0371
-156.2630,299.8536,352.8899
-115.9989,304.7135,361.5101
-121.7509,300.8256,363.6652
-134.2136,292.0778,370.1303
-155.3043,269.7224,378.7505
-151.4697,261.9467,385.2157
-136.1310,281.3861,380.9056
-116.9576,278.4702,384.1382
-84.3629,265.8346,400.3011
-60.3961,260.0027,404.6112
-48.8921,263.8906,404.6112
-45.0574,265.8346,403.5336
-46.9748,286.2460,391.6808
-45.0574,288.1899,391.6808
-13.4214,287.2180,395.9910
29.7187,274.5823,401.3786
61.3548,266.8065,405.6887
79.5695,270.6944,402.4561
139.9656,269.7224,390.6033
236.7912,252.2269,359.3551
276.0966,250.2830,335.6495
302.9393,259.0307,319.4866
300.0633,268.7505,319.4866
316.3607,253.1989,325.9517
338.4101,243.4792,315.1765
427.5663,198.7684,251.6024
517.6812,139.4781,138.4621
535.8959,156.0016,72.7330
524.3918,235.7034,-66.2679
460.1610,341.6484,-136.3071
437.1530,375.6675,-137.3846
437.1530,388.3031,-83.5083
496.5904,315.4052,-24.2443
559.8626,193.9086,-47.9499
566.5733,168.6373,-106.1363
538.7719,177.3850,-220.3541
493.7144,293.0498,-191.2609
476.4584,347.4803,-107.2139
436.1943,366.9197,98.5937
430.4423,271.6664,228.9744
451.5330,185.1608,248.3698
465.9130,1.4580,249.4474
406.4756,-152.1137,251.6024
264.5926,-241.5352,301.1686
197.4858,-254.1709,320.5641
113.1229,-290.1339,329.1843
73.8175,-352.3401,306.5563
81.4868,-389.2751,277.4630
136.1310,-469.9488,152.4700
240.6259,-467.0329,63.0353
320.1954,-435.9298,8.0814
348.9554,-416.4903,-25.3219
331.6994,-425.2381,-138.4621
345.1208,-393.1630,-216.0440
343.2034,-386.3592,-248.3698
377.7155,-383.4433,-224.6643
405.5169,-378.5834,-177.2531
427.5663,-344.5644,-133.0745
423.7316,-350.3962,-156.7801
328.8234,-429.1260,-175.0980
190.7751,-520.4914,-100.7487
135.1723,-538.9589,-73.8106
106.4122,-541.8748,-54.4151
134.2136,-531.1831,-37.1747
109.2882,-533.1271,-9.1590
-14.3800,-520.4914,134.1520
-210.9071,-427.1820,247.2923
-324.0301,-256.1148,336.7270
-373.8808,-148.2259,348.5798
-383.4675,31.5891,365.8202
-269.3859,248.3390,366.8977
-189.8164,320.2650,352.8899
7.6694,433.0139,266.6878
118.8749,487.4444,135.2296
175.4364,503.9679,15.6241
170.6430,508.8278,-39.3297
124.6269,509.7997,-120.1442
55.6028,501.0520,-162.1677
8.6280,494.2482,-176.1756
-88.1975,457.3132,-203.1137
-169.6844,400.9388,-239.7496
-185.9817,368.8637,-265.6103
-181.1884,286.2460,-347.5023
-120.7923,157.9456,-443.4021
-3.8347,24.7853,-490.8133
48.8921,-20.8974,-490.8133
129.4203,-82.1317,-478.9605
163.9324,-88.9355,-475.7279
180.2297,-101.5712,-471.4178
212.8245,-130.7303,-459.5650
231.9979,-130.7303,-460.6425
224.3285,-127.8144,-471.4178
207.0725,-133.6463,-481.1155
168.7257,-156.0016,-489.7357
140.9243,-209.4601,-473.5729
136.1310,-254.1709,-447.7122
103.5362,-337.7605,-391.6808
45.0574,-423.2941,-305.4787
-31.6361,-479.6686,-197.7261
-59.4375,-496.1921,-148.1599
-62.3135,-516.6035,-13.4691
-6.7107,-509.7997,84.5858
