-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-585,-135,44
-581,-138,44
-584,-137,43
-585,-137,44
-582,-135,42
-582,-136,43
-582,-136,43
-584,-138,41
-584,-136,43
-585,-136,40
-584,-137,42
-584,-137,42
-583,-137,47
-586,-139,44
-585,-135,41
-583,-138,45
-583,-138,45
-587,-137,44
-591,-134,44
-592,-131,45
-598,-132,47
-602,-126,48
-602,-126,48
-602,-126,47
-604,-124,49
-607,-120,51
-606,-118,49
-606,-118,49
-616,-117,53
-625,-108,57
-636,-96,61
-642,-94,66
-642,-94,66
-651,-85,71
-664,-78,74
-665,-86,76
-662,-88,78
-675,-82,84
-675,-82,84
-693,-78,99
-717,-75,110
-731,-74,127
-750,-74,137
-750,-74,137
-758,-71,151
-769,-69,165
-781,-65,176
-793,-59,195
-793,-59,195
-809,-54,217
-824,-48,240
-834,-46,254
-835,-51,262
-846,-55,277
-846,-55,277
-854,-63,288
-857,-74,291
-860,-75,303
-868,-87,319
-868,-87,319
-881,-88,354
-890,-101,387
-889,-96,406
-890,-112,415
-888,-126,423
-888,-126,423
-891,-145,423
-885,-173,428
-880,-219,445
-868,-257,461
-868,-257,461
-867,-272,456
-863,-270,445
-861,-283,443
-857,-301,458
-857,-301,458
-854,-319,474
-851,-319,495
-851,-324,518
-848,-325,541
-850,-325,569
-850,-325,569
-847,-321,605
-843,-302,634
-850,-283,637
-855,-254,654
-855,-254,654
-862,-221,658
-864,-205,656
-864,-195,665
-861,-184,679
-856,-174,713
-856,-174,713
-849,-161,730
-832,-143,753
-816,-132,780
-789,-111,808
-789,-111,808
-782,-122,822
-778,-141,829
-776,-193,829
-770,-253,815
-759,-317,806
-759,-317,806
-751,-375,776
-739,-417,746
-730,-456,702
-725,-479,660
-725,-479,660
-725,-491,617
-722,-495,586
-712,-513,550
-706,-515,518
-711,-510,467
-711,-510,467
-712,-496,422
-710,-480,379
-714,-459,329
-723,-413,289
-723,-413,289
-720,-380,249
-719,-351,220
-708,-322,188
-699,-301,170
-682,-277,146
-682,-277,146
-673,-215,119
-649,-163,102
-627,-132,90
-628,-97,91
-628,-97,91
-634,-57,99
-640,1,114
-645,62,136
-647,122,170
-647,122,170
-654,160,200
-665,191,232
-665,224,274
-675,240,296
-685,265,359
-685,265,359
-697,273,401
-697,288,452
-697,289,482
-687,295,508
-687,295,508
-694,285,528
-695,281,557
-695,283,560
-688,293,533
-658,314,491
-658,314,491
-618,327,451
-568,342,426
-509,348,407
-454,348,389
-454,348,389
-403,345,383
-350,337,379
-301,327,385
-258,316,383
-218,302,385
-218,302,385
-184,283,382
-142,258,377
-114,236,365
-72,195,360
-72,195,360
-31,148,355
3,101,364
26,62,363
31,25,350
31,25,350
43,-23,340
53,-85,336
57,-149,348
53,-211,341
38,-268,339
38,-268,339
23,-302,338
14,-308,342
13,-318,351
19,-321,368
19,-321,368
26,-315,382
28,-300,380
25,-298,375
22,-324,405
15,-350,414
15,-350,414
-3,-382,417
-9,-381,395
-10,-380,402
-15,-384,410
-15,-384,410
-29,-409,395
-32,-427,407
-47,-443,415
-35,-447,434
-35,-447,434
-25,-434,464
6,-412,500
14,-406,538
25,-398,569
27,-402,539
27,-402,539
22,-385,537
35,-379,561
27,-387,551
21,-381,579
21,-381,579
19,-390,592
31,-371,608
41,-362,610
36,-328,632
47,-265,659
47,-265,659
69,-141,669
88,-75,637
85,-43,574
89,-44,553
89,-44,553
80,-20,540
65,13,546
71,4,565
82,-38,547
82,-38,547
90,-44,515
94,-66,518
91,-58,484
100,-82,469
93,-70,424
93,-70,424
79,-52,392
63,-43,340
31,-29,294
5,-11,250
5,-11,250
-13,-9,224
-22,-4,237
-16,13,244
-32,30,214
-3,53,277
-3,53,277
17,57,324
22,94,391
27,112,435
26,99,521
26,99,521
18,113,560
36,64,592
34,23,613
53,-37,649
53,-37,649
54,-99,653
61,-137,681
64,-193,653
60,-249,612
52,-275,604
52,-275,604
46,-296,573
35,-311,532
31,-325,475
19,-308,417
19,-308,417
22,-304,373
-2,-272,306
-23,-263,254
-58,-251,225
-70,-252,201
-70,-252,201
-115,-270,163
-192,-226,108
-235,-168,79
-277,-107,50
-277,-107,50
-303,-62,46
-330,21,72
-382,101,84
-433,142,113
-456,185,149
-456,185,149
-487,190,148
-479,163,130
-474,125,96
-467,30,51
-467,30,51
-448,-76,32
-425,-158,38
-423,-259,47
-416,-361,80
-416,-361,80
-387,-480,168
-364,-573,277
-344,-619,405
-305,-630,568
-294,-592,683
-294,-592,683
-291,-543,813
-312,-453,895
-335,-361,927
-369,-268,954
-369,-268,954
-435,-153,959
-504,-9,920
-545,83,891
-591,157,808
-627,218,754
-627,218,754
-633,252,650
-648,263,621
-666,296,546
-683,296,487
-683,296,487
-684,270,390
-673,252,375
-698,228,301
-693,186,254
-684,103,182
-684,103,182
-678,-19,127
-666,-69,103
-663,-155,113
-691,-183,125
-691,-183,125
-690,-235,142
-676,-315,163
-670,-385,198
-678,-427,219
-680,-445,232
-680,-445,232
-667,-395,200
-671,-329,153
-677,-212,124
-696,-79,131
-696,-79,131
-719,79,212
-720,179,313
-721,248,469
-676,262,602
-633,230,729
-633,230,729
-561,154,828
-487,-1,937
-384,-193,972
-289,-427,894
-289,-427,894
-240,-556,732
-237,-605,595
-266,-625,509
-294,-622,454
-322,-626,417
-370,-611,324
-421,-571,256
-449,-565,270
-493,-520,209
-493,-520,209
-538,-457,174
-556,-408,149
-595,-283,83
-623,-229,82
-623,-229,82
-654,-190,110
-688,-153,127
-710,-139,136
-704,-161,146
-733,-155,162
-733,-155,162
-761,-95,186
-797,-47,243
-812,2,317
-810,37,355
-810,37,355
-823,40,403
-822,54,443
-809,82,474
-775,123,525
-750,150,561
-750,150,561
-735,163,597
-727,188,610
-709,172,673
-700,164,713
-700,164,713
-684,155,754
-666,143,791
-651,124,823
-629,130,835
-614,137,843
-614,137,843
-617,119,852
-607,129,859
-644,141,824
-695,135,776
-695,135,776
-753,110,716
-794,71,689
-827,5,667
-845,-45,653
-859,-68,636
-859,-68,636
-861,-94,638
-853,-149,658
-852,-197,667
-833,-272,681
-833,-272,681
-803,-348,702
-770,-359,742
-740,-358,788
-712,-326,834
-689,-278,880
-689,-278,880
-672,-215,903
-653,-134,933
-633,-65,928
-596,1,924
-596,1,924
-531,13,951
-478,27,957
-425,-8,970
-370,-69,1000
-370,-69,1000
-314,-99,995
-248,-184,999
-181,-285,956
-112,-346,898
-49,-364,847
-49,-364,847
-1,-391,787
17,-417,713
27,-423,656
36,-423,595
36,-423,595
37,-416,528
39,-397,479
45,-351,428
52,-285,395
66,-217,400
66,-217,400
71,-165,411
65,-133,413
66,-70,447
52,-23,437
52,-23,437
34,6,424
33,7,423
40,-24,411
58,-88,391
69,-183,387
69,-183,387
34,-279,339
-33,-376,278
-122,-439,238
-227,-494,206
-227,-494,206
-298,-551,258
-400,-601,332
-523,-599,377
-622,-572,392
-712,-505,379
-712,-505,379
-783,-424,406
-834,-351,429
-872,-257,457
-887,-122,469
-887,-122,469
-852,21,489
-798,108,497
-751,163,472
-697,206,439
-619,264,423
-619,264,423
-550,287,419
-485,305,411
-381,304,412
-269,290,433
-269,290,433
-195,268,435
-146,247,436
-109,230,420
-74,186,420
-74,186,420
-43,157,414
-15,143,414
20,88,408
30,54,373
38,23,318
38,23,318
34,-21,274
9,-94,216
-3,-228,207
-22,-354,238
-22,-354,238
-51,-444,267
-68,-505,321
-113,-566,384
